,timestamp,open,close,high,low,tx amt,tx vol
5,01/12/2023,1428.65,1421.01,1431.92,1412.42,3409.9875738,4849995.568914758
4,01/12/2023,1421.03,1425.65,1437.52,1417.3,2375.13644,3386777.066693779
3,01/12/2023,1425.85,1433.6,1434.95,1423.16,2341.7126433,3346927.289807052
2,01/12/2023,1433.6,1426,1437.73,1422.9,1951.7345703,2786377.207204865
1,01/12/2023,1426,1422.5,1427.34,1417.2,956.791076,1359714.107847238
0,01/12/2023,1422.5,1415.85,1422.5,1414.3,806.7125689,1144344.199681476
23,01/13/2023,1415.86,1406.46,1418.08,1403,1517.6239482,2141321.717847444
22,01/13/2023,1406.22,1407.03,1408.91,1400.92,1459.46572098,2050627.5147523496
21,01/13/2023,1407.09,1409.11,1409.38,1405.27,943.4052693,1327507.557997945
20,01/13/2023,1408.89,1414.74,1415,1408.16,918.5858276,1296461.195649881
19,01/13/2023,1414.74,1410.61,1415.5,1410.54,518.4286223,732576.262354226
18,01/13/2023,1410.62,1406.67,1413.15,1406.14,719.3232774,1014554.448577469
17,01/13/2023,1406.67,1411.15,1411.87,1405.64,709.2672488,998730.649313226
16,01/13/2023,1411.14,1408.22,1411.64,1405.68,700.3766081,986316.872552903
15,01/13/2023,1408.29,1408.71,1410.25,1406.83,596.6315592,840334.682808141
14,01/13/2023,1408.72,1410.11,1412.7,1408.72,887.4469954,1252302.924787296
13,01/13/2023,1410.01,1416.55,1419.07,1403.72,1754.6379228,2477592.861368448
12,01/13/2023,1416.28,1409.78,1416.85,1407.46,1519.0219644,2143386.720412928
11,01/13/2023,1409.94,1406.55,1410.63,1401.65,2123.75110698,2989874.905077963
10,01/13/2023,1406.55,1404.89,1407.55,1403.93,931.3119188,1309063.172386738
9,01/13/2023,1404.89,1409.72,1416.44,1402.93,3127.6189886,4414062.488174776
8,01/13/2023,1409.57,1421.88,1424.33,1408.92,3115.745669,4413752.387657061
7,01/13/2023,1421.87,1411.67,1422.45,1406.94,1768.0814813,2498631.115053401
6,01/13/2023,1411.67,1416.96,1424.73,1410.66,1588.6486367,2251447.25367109
5,01/13/2023,1416.96,1416.35,1424.79,1416.03,3892.7342631,5524569.241524948
4,01/13/2023,1416.34,1420,1420.72,1414.8,1355.7767577,1922506.654120249
3,01/13/2023,1420,1426.92,1431.21,1417.55,2887.3094039,4110435.423492646
2,01/13/2023,1426.89,1454,1462.33,1420.88,5897.9024602,8514920.011957347
1,01/13/2023,1454,1453.38,1464.51,1445.2,3061.8246694,4460836.065202713
0,01/13/2023,1453.18,1451.02,1456.8,1441.63,1254.7238768,1818292.320076686
23,01/14/2023,1451.03,1540.58,1594.2,1449.11,19310.79639654,29618683.4803679768
22,01/14/2023,1540.59,1551.77,1560.23,1535.51,6339.137736,9818419.467302927
21,01/14/2023,1551.77,1558.16,1560.47,1549.93,3622.9897767,5637618.995713288
20,01/14/2023,1558.17,1556.09,1560,1547.47,2674.5601793,4155724.481353675
19,01/14/2023,1556.09,1552.88,1557.69,1551.01,1407.4265528,2186409.005393104
18,01/14/2023,1552.72,1546.86,1554,1540.97,1804.8997425,2791879.557549002
17,01/14/2023,1546.91,1556.31,1556.7,1546.91,1598.891052,2480222.015036175
16,01/14/2023,1556.3,1553.54,1557.38,1550.01,1180.9011158,1835507.537120955
15,01/14/2023,1553.54,1562.94,1565.03,1552.14,2290.7091363,3572524.159271147
14,01/14/2023,1563.24,1522.77,1563.62,1507.58,6346.3256099,9690439.886011228
